"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"540","426","Hollis Thompson","SG","25","TOT","40","752","7.9",".482",".475",".145","2.8","13.4","8.0","6.8","1.3","0.6","4.9","13.0","0.1","0.6","0.7",".047","-2.8","-0.5","-3.3","-0.2"
"541","426","Hollis Thompson","SG","25","PHI","31","561","9.0",".510",".447",".126","2.9","13.4","8.1","7.0","1.2","0.8","5.1","13.7","0.3","0.4","0.7",".060","-2.3","-0.8","-3.0","-0.1"
"542","426","Hollis Thompson","SG","25","NOP","9","191","4.7",".378",".585",".220","2.2","13.3","7.7","6.3","1.5","0.0","4.3","10.9","-0.2","0.2","0.0",".007","-4.3","0.2","-4.1","-0.1"
"543","427","Klay Thompson","SG","26","GSW","78","2649","17.4",".592",".470",".158","2.2","9.2","5.9","9.3","1.2","1.2","8.0","26.1","4.2","2.9","7.1",".128","2.4","-2.1","0.3","1.5"
"544","428","Tristan Thompson","C","25","CLE","78","2336","15.3",".594",".007",".487","14.0","19.7","16.9","4.6","0.8","2.9","10.8","11.3","5.0","2.3","7.3",".150","0.0","1.5","1.5","2.0"
"545","429","Marcus Thornton","SG","29","WAS","33","575","10.4",".494",".381",".129","4.3","10.5","7.5","10.1","1.6","0.4","10.1","18.8","0.1","0.4","0.5",".042","-1.6","-1.6","-3.2","-0.2"
"546","430","Mike Tobey","C","22","CHO","2","25","-0.1",".250",".000",".000","8.7","4.4","6.6","5.4","0.0","0.0","20.0","9.0","0.0","0.0","0.0","-0.070","-7.4","-1.5","-8.9","0.0"
"547","431","Anthony Tolliver","PF","31","SAC","65","1477","11.1",".595",".655",".234","4.0","14.5","9.3","7.7","1.1","1.2","12.6","13.6","1.5","0.8","2.3",".075","0.2","-0.8","-0.6","0.5"
"548","432","Axel Toupane","SF","24","TOT","4","47","6.2",".611",".444",".000","0.0","2.3","1.1","0.0","1.0","1.7","0.0","8.5","0.0","0.0","0.1",".061","-2.8","-1.0","-3.8","0.0"
"549","432","Axel Toupane","SF","24","MIL","2","6","-9.9",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.6","0.0","0.0","0.0","-0.192","-9.2","-3.5","-12.7","0.0"
"550","432","Axel Toupane","SF","24","NOP","2","41","8.6",".688",".375",".000","0.0","2.6","1.3","0.0","1.2","2.0","0.0","8.6","0.1","0.0","0.1",".098","-1.9","-0.6","-2.5","0.0"
"551","433","Karl-Anthony Towns","C","21","MIN","82","3030","26.0",".618",".186",".289","11.2","27.8","19.4","13.2","1.0","2.9","11.3","27.5","9.9","2.8","12.7",".201","4.8","0.3","5.0","5.4"
"552","434","P.J. Tucker","SF","31","TOT","81","2236","10.5",".516",".407",".193","5.6","17.8","11.6","6.0","2.5","0.7","11.2","11.2","1.4","2.2","3.6",".078","-0.7","1.6","0.9","1.6"
"553","434","P.J. Tucker","SF","31","PHO","57","1627","10.6",".517",".384",".218","6.1","17.1","11.5","6.1","2.5","0.7","11.8","11.3","1.0","1.3","2.4",".070","-0.6","1.5","0.8","1.2"
"554","434","P.J. Tucker","SF","31","TOR","24","609","10.4",".515",".469",".125","4.3","19.6","12.0","5.9","2.6","0.7","9.4","10.9","0.4","0.9","1.3",".099","-0.7","1.9","1.1","0.5"
"555","435","Evan Turner","SF","28","POR","65","1658","11.4",".491",".214",".187","2.4","14.2","8.3","18.4","1.6","1.2","14.3","18.5","0.0","1.2","1.2",".035","-2.5","-0.1","-2.6","-0.3"
"556","436","Myles Turner","C","20","IND","81","2541","18.4",".585",".133",".348","6.2","19.5","12.9","6.6","1.5","6.0","9.5","19.6","4.3","3.7","7.9",".150","-0.3","2.6","2.4","2.8"
"557","437","Beno Udrih","PG","34","DET","39","560","16.1",".535",".162",".173","1.1","10.3","5.6","35.4","1.2","0.0","14.9","19.7","0.8","0.5","1.3",".111","-0.5","-2.1","-2.6","-0.1"
"558","438","Tyler Ulis","PG","21","PHO","61","1123","13.0",".474",".181",".162","1.9","7.5","4.6","30.5","2.0","0.4","14.1","20.3","0.3","0.4","0.7",".029","-1.4","-2.5","-4.0","-0.6"
"559","439","Jarrod Uthoff","PF","23","DAL","9","115","13.9",".487",".237",".184","7.7","14.8","11.1","12.8","0.9","3.1","6.8","18.1","0.1","0.1","0.2",".083","-2.1","0.7","-1.4","0.0"
"560","440","Jonas Valanciunas","C","24","TOR","80","2066","20.1",".601",".003",".309","12.4","29.1","20.8","4.4","0.9","2.6","11.7","19.5","4.9","3.0","7.9",".183","-0.5","-0.1","-0.6","0.7"
"561","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"562","441","Denzel Valentine","SG","23","CHI","57","976","7.3",".492",".722",".063","1.2","15.6","8.3","9.3","1.5","0.6","14.2","15.4","-0.5","1.1","0.6",".031","-2.4","-0.4","-2.8","-0.2"
"563","442","Fred VanVleet","PG","22","TOR","37","294","10.5",".443",".261",".198","1.5","14.6","8.1","17.5","2.9","0.6","11.1","20.6","-0.1","0.4","0.3",".041","-3.1","-0.1","-3.2","-0.1"
"564","443","Anderson Varejao","C","34","GSW","14","92","9.4",".478",".000",".786","15.3","16.8","16.1","13.0","1.6","2.6","29.8","12.6","0.0","0.1","0.2",".097","-3.2","2.5","-0.6","0.0"
"565","444","Greivis Vasquez","PG","30","BRK","3","39","4.1",".376",".375",".375","0.0","5.4","2.7","17.5","1.2","1.9","9.7","11.3","0.0","0.0","0.0","-0.006","-5.7","-1.8","-7.5","-0.1"
"566","445","Rashad Vaughn","SG","20","MIL","41","458","7.8",".449",".519",".032","1.0","11.3","6.2","7.4","2.1","1.9","8.1","17.2","-0.5","0.4","0.0","-0.005","-3.7","-1.2","-4.9","-0.3"
"567","446","Noah Vonleh","PF","21","POR","74","1265","10.8",".525",".074",".348","11.4","22.5","17.0","3.4","1.2","1.7","17.1","13.1","0.6","1.2","1.8",".069","-3.5","-0.3","-3.9","-0.6"
"568","447","Nikola Vucevic","C","26","ORL","75","2163","19.1",".498",".073",".155","8.6","31.2","19.6","16.9","1.8","2.8","9.6","24.8","0.8","3.2","4.0",".088","-1.3","2.4","1.1","1.7"
"569","448","Sasha Vujacic","SG","32","NYK","42","408","8.6",".423",".544",".176","3.2","12.4","7.8","17.9","1.6","0.4","9.8","17.3","-0.1","0.2","0.1",".014","-2.1","-2.2","-4.3","-0.2"
"570","449","Dwyane Wade","SG","35","CHI","60","1792","18.5",".508",".152",".294","3.8","12.6","8.2","22.4","2.4","1.8","11.3","29.6","0.9","2.5","3.4",".090","0.4","0.6","1.0","1.4"
"571","450","Dion Waiters","SG","25","MIA","46","1384","14.5",".506",".325",".191","1.4","11.0","6.2","23.8","1.5","1.1","12.5","26.4","0.2","1.5","1.6",".056","-0.1","-0.8","-0.8","0.4"
"572","451","Kemba Walker","PG","26","CHO","79","2739","21.3",".569",".415",".248","1.8","10.6","6.2","29.1","1.6","0.7","9.5","29.2","5.8","2.2","8.0",".141","5.3","-1.8","3.6","3.9"
"573","452","John Wall","PG","26","WAS","78","2836","23.2",".542",".190",".368","2.3","10.7","6.5","46.9","2.7","1.5","16.2","30.6","5.7","3.0","8.8",".149","3.8","0.3","4.1","4.4"
"574","453","Taurean Waller-Prince","SF","22","ATL","59","981","9.8",".513",".358",".330","2.8","14.6","8.8","8.4","2.2","2.4","15.7","17.2","-0.4","1.5","1.1",".054","-3.8","1.5","-2.3","-0.1"
"575","454","T.J. Warren","SF","23","PHO","66","2048","15.6",".539",".122",".189","6.5","11.7","9.0","5.8","1.8","1.5","6.1","19.2","3.0","1.1","4.1",".096","0.2","-0.5","-0.3","0.9"
"576","455","C.J. Watson","PG","32","ORL","62","1012","9.3",".507",".423",".266","1.7","8.1","4.8","16.3","2.1","0.2","14.5","14.1","0.2","0.6","0.9",".041","-2.5","-1.1","-3.6","-0.4"
"577","456","Briante Weber","PG","24","TOT","20","205","11.0",".462",".167",".267","4.3","9.6","7.0","15.0","2.9","0.4","10.7","16.3","0.0","0.2","0.3",".059","-3.2","0.0","-3.2","-0.1"
"578","456","Briante Weber","PG","24","GSW","7","46","5.9",".392",".214",".214","0.0","9.0","4.8","13.9","3.1","1.7","16.4","17.2","-0.1","0.1","0.0","-0.018","-6.9","0.7","-6.2","0.0"
"579","456","Briante Weber","PG","24","CHO","13","159","12.5",".483",".152",".283","5.5","9.7","7.6","15.4","2.8","0.0","8.8","16.1","0.1","0.2","0.3",".081","-2.1","-0.2","-2.3","0.0"
"580","457","David West","C","36","GSW","68","854","16.6",".571",".032",".222","6.4","18.8","13.0","24.1","2.4","4.4","22.0","17.9","0.9","1.7","2.6",".148","-1.7","3.9","2.2","0.9"
"581","458","Russell Westbrook","PG","28","OKC","81","2802","30.6",".554",".300",".433","5.4","28.8","17.1","57.3","2.3","0.9","15.9","41.7","8.5","4.6","13.1",".224","10.9","4.7","15.5","12.4"
"582","459","Okaro White","PF","24","MIA","35","471","7.5",".507",".391",".253","5.8","13.5","9.6","6.0","1.1","1.7","15.7","10.8","0.1","0.5","0.6",".066","-3.1","0.9","-2.1","0.0"
"583","460","Isaiah Whitehead","PG","21","BRK","73","1643","7.5",".487",".293",".222","2.1","9.6","5.9","17.7","1.2","1.7","20.3","18.2","-1.8","0.9","-0.8","-0.024","-4.3","-0.6","-4.9","-1.2"
"584","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"585","461","Hassan Whiteside","C","27","MIA","77","2513","22.6",".579",".000",".368","12.8","35.3","24.0","3.8","1.1","5.0","12.0","22.7","4.2","5.2","9.4",".180","-2.0","1.5","-0.5","0.9"
"586","462","Andrew Wiggins","SF","21","MIN","82","3048","16.5",".534",".184",".345","3.9","8.8","6.3","10.6","1.4","0.8","9.4","29.0","3.3","0.9","4.2",".066","0.2","-2.9","-2.8","-0.6"
"587","463","C.J. Wilcox","SG","26","ORL","22","108","2.9",".329",".484",".065","3.9","8.3","6.0","15.5","0.9","0.7","15.8","15.4","-0.2","0.0","-0.2","-0.090","-6.5","-2.2","-8.7","-0.2"
"588","464","Alan Williams","C","24","PHO","47","708","19.5",".547",".004",".419","14.0","31.2","22.4","5.2","1.8","3.7","10.5","20.9","1.1","0.9","2.1",".142","-1.8","0.2","-1.7","0.1"
"589","465","Deron Williams","PG","32","TOT","64","1657","13.9",".540",".389",".181","0.9","9.4","5.1","35.9","1.0","0.4","17.5","22.1","1.4","0.9","2.4",".068","0.2","-2.4","-2.3","-0.1"
"590","465","Deron Williams","PG","32","DAL","40","1171","15.0",".532",".399",".185","1.2","9.3","5.1","40.1","1.1","0.2","16.6","23.7","1.0","0.7","1.8",".072","1.0","-2.4","-1.4","0.2"
"591","465","Deron Williams","PG","32","CLE","24","486","11.4",".566",".361",".170","0.2","9.7","5.1","25.9","0.6","1.0","20.2","18.1","0.4","0.2","0.6",".059","-1.9","-2.6","-4.5","-0.3"
"592","466","Derrick Williams","PF","25","TOT","50","804","10.6",".537",".398",".365","2.6","15.1","8.9","5.1","0.9","0.7","9.0","17.2","0.4","0.6","1.1",".064","-2.4","-1.8","-4.2","-0.4"
"593","466","Derrick Williams","PF","25","MIA","25","377","10.1",".465",".328",".365","4.7","16.9","10.7","5.6","1.2","1.0","8.1","20.4","-0.1","0.4","0.3",".038","-3.8","-1.4","-5.2","-0.3"
"594","466","Derrick Williams","PF","25","CLE","25","427","11.1",".628",".486",".364","0.8","13.5","7.4","4.7","0.6","0.4","10.1","14.4","0.6","0.2","0.8",".086","-1.1","-2.1","-3.2","-0.1"
"595","467","Lou Williams","SG","30","TOT","81","1994","21.4",".593",".446",".458","1.4","9.9","5.6","19.9","1.9","0.8","11.8","29.1","5.1","1.0","6.1",".147","3.7","-3.0","0.8","1.4"
"596","467","Lou Williams","SG","30","LAL","58","1403","23.9",".609",".431",".469","1.1","9.6","5.2","22.3","2.3","0.6","11.9","30.6","4.3","0.6","4.9",".169","5.4","-3.2","2.2","1.5"
"597","467","Lou Williams","SG","30","HOU","23","591","15.4",".547",".489",".428","2.2","10.7","6.5","14.3","1.2","1.2","11.3","25.3","0.8","0.4","1.2",".096","-0.1","-2.5","-2.6","-0.1"
"598","468","Marvin Williams","PF","30","CHO","76","2295","13.7",".551",".503",".213","4.2","19.7","11.9","7.1","1.3","2.0","7.2","16.3","2.4","2.6","5.0",".105","-0.3","0.5","0.2","1.3"
"599","469","Reggie Williams","SF","30","NOP","6","79","11.7",".518",".478",".304","2.7","5.4","4.0","7.2","1.9","0.0","0.0","14.6","0.1","0.1","0.2",".098","-0.8","-1.6","-2.4","0.0"
"600","470","Troy Williams","SF","22","TOT","30","557","9.0",".514",".373",".193","3.0","11.2","7.0","7.0","2.5","1.7","15.5","17.1","-0.3","0.7","0.4",".031","-3.3","0.7","-2.7","-0.1"
"601","470","Troy Williams","SF","22","MEM","24","418","7.7",".477",".336",".205","1.6","11.0","6.2","7.2","3.0","2.1","16.9","17.4","-0.6","0.6","0.0",".003","-4.6","1.6","-3.0","-0.1"
"602","470","Troy Williams","SF","22","HOU","6","139","12.8",".616",".477",".159","7.1","11.8","9.4","6.4","1.0","0.6","11.3","16.2","0.2","0.1","0.3",".116","0.4","-2.1","-1.7","0.0"
"603","471","Kyle Wiltjer","PF","24","HOU","14","44","6.7",".437",".929",".143","9.9","14.9","12.4","6.1","3.3","1.8","25.2","19.1","-0.1","0.1","0.0","-0.039","-4.0","0.0","-4.0","0.0"
"604","472","Justise Winslow","SF","20","MIA","18","625","8.2",".399",".156",".209","4.0","12.7","8.3","15.5","2.2","0.8","11.8","19.8","-0.9","0.8","-0.1","-0.008","-4.0","1.3","-2.7","-0.1"
"605","473","Jeff Withey","C","26","UTA","51","432","18.8",".588",".010",".466","14.3","17.9","16.2","2.5","1.9","6.0","10.1","14.9","1.0","0.9","1.8",".205","-1.2","2.7","1.5","0.4"
"606","474","Christian Wood","PF","21","CHO","13","107","15.1",".591",".217",".652","14.3","15.5","14.9","2.8","1.4","4.9","19.1","15.4","0.1","0.1","0.3",".125","-2.5","0.6","-2.0","0.0"
"607","475","Metta World Peace","SF","37","LAL","25","160","6.2",".380",".559",".235","3.3","10.6","6.8","9.8","2.7","1.0","8.5","21.9","-0.3","0.1","-0.2","-0.065","-4.2","-2.4","-6.6","-0.2"
"608","476","Brandan Wright","PF","29","MEM","28","447","18.5",".628",".007",".259","7.7","12.4","10.0","6.0","1.3","4.3","6.2","16.3","1.1","0.5","1.6",".177","0.0","1.3","1.3","0.4"
"609","477","Delon Wright","PG","24","TOR","27","446","15.0",".535",".259",".474","4.1","8.1","6.1","18.2","3.1","2.1","15.1","16.6","0.5","0.6","1.1",".117","-0.1","1.2","1.1","0.4"
"610","478","James Young","SG","21","BOS","29","220","10.0",".549",".603",".155","3.1","10.0","6.6","2.6","2.3","0.7","6.1","13.3","0.1","0.2","0.3",".076","-2.0","-1.1","-3.1","-0.1"
"611","479","Joe Young","PG","24","IND","33","135","11.4",".433",".319",".208","0.8","13.1","7.1","18.0","1.5","0.0","6.0","27.8","-0.2","0.1","-0.1","-0.022","-3.5","-3.8","-7.3","-0.2"
"612","480","Nick Young","SG","31","LAL","60","1556","14.1",".588",".665",".142","1.7","8.2","4.8","5.8","1.2","0.7","5.1","19.5","3.0","0.2","3.2",".098","2.6","-3.4","-0.7","0.5"
"613","Rk","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"614","481","Thaddeus Young","PF","28","IND","74","2237","14.9",".562",".172",".125","6.7","15.8","11.3","8.4","2.6","1.2","11.7","16.5","2.0","2.7","4.6",".100","0.0","1.5","1.5","2.0"
"615","482","Cody Zeller","PF","24","CHO","62","1725","16.7",".604",".002",".442","8.6","17.3","12.9","9.1","1.8","3.0","10.9","15.5","3.4","2.2","5.6",".157","-0.2","2.3","2.1","1.8"
"616","483","Tyler Zeller","C","27","BOS","51","525","13.0",".508",".006",".247","9.2","17.0","13.2","12.2","0.7","3.3","10.2","16.5","0.5","0.6","1.0",".094","-3.2","0.8","-2.5","-0.1"
"617","484","Stephen Zimmerman","C","20","ORL","19","108","7.3",".346",".000",".161","10.8","24.9","17.6","5.3","0.9","3.7","8.3","14.8","-0.1","0.1","0.0","-0.005","-7.8","0.5","-7.3","-0.1"
"618","485","Paul Zipser","SF","22","CHI","44","843","6.9",".503",".448",".181","1.9","14.2","8.0","6.1","0.9","1.5","14.4","14.4","-0.3","0.8","0.5",".030","-3.6","-0.1","-3.7","-0.4"
"619","486","Ivica Zubac","C","19","LAL","38","609","17.0",".547",".013",".206","7.1","21.9","14.3","8.1","1.1","4.4","10.4","20.3","0.6","0.5","1.1",".086","-2.7","0.3","-2.5","-0.1"
